record,uuid,date,markers,status,vtest,vpanelPartnerId,vnetMRsrc,vsampleSource,noanswerh_age_n99,hINCOME,hGENDER,hAGE,hHOUSEHOLD,hHOUSEHOLD_newr1,hHOUSEHOLD_newr2,hHOUSEHOLD_newr3,hHOUSEHOLD_newr4,hHOUSEHOLD_newr5,hHOUSEHOLD_newr6,hHOUSEHOLD_newr7,hHOUSEHOLD_newr8,hHOUSEHOLD_newr9,hSTATE,Q1r1,Q1r2,Q1r3,Q1r4,Q1r5,Q1r6,Q1r7,Q1r8,Q2,Q3,Q3r17oe,Q4,Q4r9oe,hGroup,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,Q5r7,Q5r8,Q6,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Q7r6,Q7r7,Q7r8,Q7r9,Q7r10,Q7r11,Q7r12,Q8,Q9r1,Q10r1,Q11,Q12r1,Q12r2,Q12r3,Q12r4,Q12r5,Q12r6,Q12r7,Q12r8,Q12r9,Q12r10,Q12r11,Q12r12,Q12r13,Q12r14,Q12r15,Q12r16,Q12r17,Q12r16oe,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r14,Q13r15,Q13r16,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r14,Q14r15,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q16r1,Q16r2,Q16r3,Q16r4,Q16r5,Q16r6,Q16r7,Q16r8,Q16r9,Q16r8oe,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q17r14oe,Q18r1,Q18r2,Q18r3,Q18r4,Q19,Q20r1,Q20r2,Q20r3,Q20r4,Q20r5,Q20r6,Q20r7,Q20r8,Q20r9,Q20r10,Q20r11,Q20r12,Q20r13,Q20r14,Q20r17,Q20r15,Q20r16,Q20r15oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,nweightweight2,nweightweight1,nweightweight3,vdropout,ssc,source,list,url,exitURL,ipAddress,userAgent,panelPartnerId,l,countryCode,i,batchno,test,ac,sn,lang,gmid,gh,netMRsrc,sourceid,x,y,uid,sampleSource,h,r,pp,dcua,supplierID,session,rid,fedResponseID,RISN
8715,ecuuy1aetu2q59c7,2018-10-01 14:08:04,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,112,1,6,,1,0,0,0,0,0,0,0,0,26,1,0,1,1,1,1,0,0,1,7,,1,,4,1,4,4,2,1,99,4,4,1,2,1,2,1,1,1,1,99,3,1,2,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,1,3,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,519.5162871,4,,10,,5,6,2018-10-01 13:59:29,0.187453184,0.187453184,0.187453184,,bb872a1c1d294887b95ff7cd38f9ac0c,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,dc1c9620a4c001d9,607252,E,23220816,,,GTM,73,1,,gtm,112,26,1,..,,8zvye1kwmaqzmqrd,,,
8727,90upz0ar8mjk035s,2018-10-01 14:09:08,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,110,2,6,,1,0,0,0,0,0,0,0,0,55,1,1,1,1,1,1,0,0,2,17,Medico,6,,4,1,2,3,3,1,99,2,4,2,1,1,99,1,1,1,1,99,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,3,3,3,2,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Talked to insurance agent,,,,,2,,,,,,,,,,,,,,,,,,,2,243.8360689,13,,11,,5,6,2018-10-01 14:05:11,0.187453184,0.187453184,0.187453184,,cc8f9b2e85a05a507bfc45f8c4f20bd6,,1,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",,,US,,,,8f2be2e77888709a,607252,E,6292119,,,GTM,74,2,,gtm,110,55,1,..,,w1m3788x7233xu0b,,,
8735,4dzdaynf8frbvje6,2018-10-01 14:10:19,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,1,1,,110,1,6,,1,0,0,0,0,0,0,0,0,41,1,1,1,0,1,1,0,0,2,7,,3,,2,2,4,4,3,1,99,3,3,1,2,1,1,3,1,1,2,99,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,2,3,3,1,3,3,3,3,3,3,3,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,210.0886047,5,,12,,5,6,2018-10-01 14:06:56,0.639908676,0.639908676,0.639908676,,88006992a032988812ab6e9e7136e8fb,,1,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,D3224BC8459A3EEC,607252,E,200003255,10030338061_10064657811,90,GENERATED,67,1,,90,110,41,1,..,,yhftanjvd3bspx79,,,
8718,jqzdvf1g7wwxyw9w,2018-10-01 14:10:54,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,109,1,1,,1,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,2,10,,1,,4,4,4,4,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,To learn more about them,Insert my take on them,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,510.3606319,14,,10,,1,2,2018-10-01 14:02:32,0.187453184,0.187453184,0.187453184,,8cfb73c8fc3322d399a6bbb3e2dd7747,,1,,,,"Mozilla/5.0 (Linux; Android 6.0.1; Life One X2 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,,US,,,,5d6f4343c250b919,607252,E,41933584,,,GTM,22,1,,gtm,109,12,"1,3",sa,,mp1v0h37zr901htt,,,
8720,9x9y516ckbcm7mbq,2018-10-01 14:12:26,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,102,2,6,,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1,1,0,0,1,17,through Kaiser,5,,4,1,3,3,3,99,99,3,3,3,4,99,1,4,3,3,99,99,4,99,2,99,1,I lost a tooth in front  and had to get a tooth added,yes,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,,4,4,,,,,,4,4,,,,,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,1,1,0,1,0,0,1,0,0,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,591.1870649,4,,10,,5,6,2018-10-01 14:02:44,0.187453184,0.187453184,0.187453184,,c74a70b87b0c647b4bdcff198f1cd1fe,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,4D5CBA1CB9CB0FBE,607252,E,200003246,10030338061_10048615581,90,GENERATED,77,2,,90,102,6,,..,,fr28mswv1htpgtpu,,,
8733,sbyxtpqq8mkp0qu9,2018-10-01 14:13:21,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,105,2,6,,0,0,0,0,0,0,0,0,0,55,1,0,1,1,1,1,0,0,1,7,,1,,4,2,4,2,3,99,99,4,4,2,99,99,1,1,1,1,1,99,99,99,3,99,1,billing,nothing,5,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,4,,,,,,,,4,4,,,4,4,4,4,3,2,3,2,1,1,3,4,3,1,3,3,4,1,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Called the Agency direct,,,,,2,,,,,,,,,,,,,,,,,,,2,409.0339415,13,,10,,5,6,2018-10-01 14:06:40,0.187453184,0.187453184,0.187453184,,196eace112a8b0e21e982a87f7c6796b,,1,,,,"Mozilla/5.0 (X11; CrOS x86_64 10452.99.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.203 Safari/537.36",,,US,,,,306F9AD55DCF0AB9,607252,E,200003253,10030338061_10058252865,90,GENERATED,75,2,,90,105,55,,..,,s8uex4tyjqhhyp2s,,,
8742,2axk34jwhys1mwkp,2018-10-01 14:13:51,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,113,1,6,,1,0,0,0,0,0,0,0,0,36,1,0,1,0,0,1,0,0,2,9,,1,,4,3,4,4,3,99,99,4,4,2,1,1,1,1,1,1,1,99,1,1,1,99,1,check my claims,nothing,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,4,3,2,3,3,2,4,2,1,4,4,3,4,4,3,4,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,272.1012583,4,,2,,5,6,2018-10-01 14:09:27,0.187453184,0.187453184,0.187453184,,644d20df94e20c81104c578883d1a7cb,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,c3f21616598c1375,607252,E,24812372,,,GTM,67,1,,gtm,113,36,1,..,,td7bb6y2k2nr4tj1,,,
8741,9kuzam6q4tc4rgan,2018-10-01 14:14:17,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,111,1,6,,1,0,0,0,0,0,0,0,0,13,1,0,1,1,0,1,0,0,2,13,,3,,2,4,3,4,3,1,1,4,4,1,3,1,2,3,1,1,2,1,4,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,303.812876,4,,10,,5,6,2018-10-01 14:09:18,0.639908676,0.639908676,0.639908676,,4c73264273c2f60fdc5230de27cab183,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,5e70b96a01431b5f,607252,E,23963642,,,GTM,73,1,,gtm,111,13,1,..,,f1zw1871tqyfeffb,,,
8745,y8ebxpayjgyh1afx,2018-10-01 14:14:18,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,107,2,6,,0,0,0,0,0,0,0,0,0,12,1,0,1,0,1,1,0,0,1,17,Sun Financial,1,,4,99,2,3,3,99,99,3,4,2,2,1,3,1,1,1,2,99,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,1,2,3,4,3,4,4,4,3,4,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,260.053607,14,,10,,3,2,2018-10-01 14:10:04,0.187453184,0.187453184,0.187453184,,daea88c85d4d65c99d448a505168fa9c,,1,,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7 Build/MOB30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,df54b7965ab498c5,607252,E,29774815,,,GTM,78,2,,gtm,107,12,,ta,,dgxr12kcz22m0wz9,,,
8739,pdwg4rj66thgrd05,2018-10-01 14:14:44,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,2,3,,1,0,0,0,0,0,0,0,0,17,0,0,1,0,0,1,0,0,1,14,,6,,4,4,4,4,3,3,4,4,4,3,99,99,99,99,99,99,99,3,4,4,99,4,1,helth,nfl,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,3,,,,,,,,,,,,,,,,,,,2,377.4582438,4,,10,,5,6,2018-10-01 14:08:35,0.187453184,0.187453184,0.187453184,,1a55137a6f2cc9cb2f4db6ca1531cd15,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,e33debd78d30a8ec,607252,E,24344437,,,GTM,35,2,,gtm,111,17,1,..,,72zpvfs1fnhj5dsb,,,
8743,ed5ht5mnyw0f1pxh,2018-10-01 14:18:27,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,110,2,4,,1,0,0,0,0,0,0,0,0,48,1,1,1,1,1,1,0,0,2,9,,1,,4,3,4,4,4,1,99,4,4,2,1,99,99,99,1,99,99,99,99,99,99,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,543.6104491,4,,10,,5,6,2018-10-01 14:09:31,0.187453184,0.187453184,0.187453184,,7c31cf79a55bb25bd6a62cb3169ea032,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,870B919871F4EACE,607252,E,200003259,10030338061_28190780,90,GENERATED,54,2,,90,110,48,1,..,,xzpxbvqcz4j158pj,,,
8764,dxhwa0mzgyqrabxn,2018-10-01 14:18:56,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,113,1,6,,1,0,0,0,0,0,0,0,0,13,1,1,1,1,1,1,1,0,1,14,,3,,2,3,4,4,4,1,99,4,4,2,1,1,1,1,1,1,1,99,1,1,1,1,1,Coverage verification ,Lower premium ,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,1,1,2,1,4,2,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,189.326128,12,,11,,3,1,2018-10-01 14:15:55,0.639908676,0.639908676,0.639908676,,6898722447408e404e7855816dbe0ec4,,1,,,,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,US,,,,5d52f4d623b5be4e,607252,E,23852337,,,GTM,73,1,,gtm,113,13,1,ti,,cqzr0537u6z40twq,,,
8755,x7x28hf9rvyghzjq,2018-10-01 14:18:57,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,106,2,6,,1,0,0,0,0,0,0,0,0,47,1,0,1,0,1,1,0,0,1,14,,1,,4,4,4,2,2,99,99,4,4,2,99,99,1,99,1,1,99,99,1,99,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,4,1,2,3,2,3,1,4,3,4,4,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,378.028471,4,,2,,5,6,2018-10-01 14:12:44,0.187453184,0.187453184,0.187453184,,7b5fc06466de0c206c49b313f3cb91bf,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,A4DE6A88E32ABEF1,607252,E,200003267,10030338061_10065299065,90,GENERATED,70,2,,90,106,47,1,..,,y3uzv8dw4e1artym,,,
8757,cr9x5bfn3v4w3p4s,2018-10-01 14:21:57,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,106,1,5,,1,0,0,0,0,0,0,0,0,45,1,1,1,0,0,1,0,0,2,7,,1,,4,2,4,4,4,1,2,4,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,TO SEE WHAT MY POLICY COVERS,TALK TO A DOCTOR,4,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,496.2584093,4,,10,,5,6,2018-10-01 14:13:48,0.187453184,0.187453184,0.187453184,,68dcc52176dcfdd839f17bc2d7e4d10c,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,222711b662e14734,607252,E,35010319,,,GTM,63,1,,gtm,106,45,1,..,,wx0wf43zpnc4b4xd,,,
8760,gc8hgyb1zscamaka,2018-10-01 14:22:27,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,2,5,,1,0,0,0,0,0,0,0,0,12,1,0,1,0,1,1,0,0,1,7,,5,,4,2,4,4,4,1,99,4,4,2,1,1,1,1,1,1,1,99,2,1,3,99,1,Just to look around and check it out,Nothing the site looked fine and answered all my questions,4,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,470.1073558,4,,10,,5,6,2018-10-01 14:14:48,0.187453184,0.187453184,0.187453184,,1f30313fc2d18767eb716bfdafb24974,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,d74b32aaf3a2b6ef,607252,E,23972233,,,GTM,63,2,,gtm,111,12,1,..,,439v938g49x67cmg,,,
8776,8wd0ft932ha0356s,2018-10-01 14:25:26,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,106,2,6,,0,0,0,0,0,0,0,0,0,34,1,0,1,0,1,1,0,0,1,15,,1,,4,1,4,3,2,99,99,4,4,1,4,1,1,1,1,1,1,99,2,3,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,1,1,4,4,3,3,2,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,214.4392457,4,,10,,5,6,2018-10-01 14:21:59,0.187453184,0.187453184,0.187453184,,a1077b35eb6401ff8d0668777039d676,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,EDAEBC51D64698A7,607252,E,200003281,10030338061_4334598,90,GENERATED,67,2,,90,106,34,,..,,qx2gxq8cqf8uwbdw,,,
8772,r6mv4xrt4g5bz6mm,2018-10-01 14:26:59,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,103,2,5,,0,0,1,0,1,0,0,0,0,48,1,0,1,0,1,1,0,0,1,10,,1,,4,3,4,4,4,1,3,4,4,2,3,99,1,2,1,1,1,1,3,1,1,99,1,I only visit if a need to update my personal info,all is fine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,2,3,2,4,2,3,3,3,4,3,3,3,4,3,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,369.8746338,5,,3,,5,6,2018-10-01 14:20:57,0.187453184,0.187453184,0.187453184,,2459488d33a791d86084cb46e2145ab5,,1,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,US,,,,716524790ad515ce,607252,E,41153021,,,GTM,60,2,,gtm,103,48,"3,5",..,,2y1168ymwttkknvu,,,
8785,rks0uz5nxm8zxzs2,2018-10-01 14:29:18,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,114,2,3,,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,1,7,,1,,4,1,4,3,2,2,1,3,3,2,2,2,2,4,2,2,2,2,4,4,2,3,1,Look up coverage,Make appointments,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,3,,,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,4,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,161.9987516,12,,11,,3,1,2018-10-01 14:26:46,0.187453184,0.187453184,0.187453184,,ab63da81e045e7e85c845da09af44810,,1,,,,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,US,,,,e01db8285abdab45,607252,E,39952467,,,GTM,41,2,,gtm,114,6,3,ti,,wtux187x0t89psh8,,,
8786,khztmqken279y674,2018-10-01 14:30:18,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,2,4,,1,0,1,0,0,0,0,0,0,17,1,0,1,1,1,1,0,0,2,6,,6,,4,3,4,4,2,2,2,3,4,2,2,1,1,3,1,1,1,1,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,1,0,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,2,211.2406733,5,,10,,5,6,2018-10-01 14:26:53,0.187453184,0.187453184,0.187453184,,c91e527be063c21429f2b7504d1bb1ba,,1,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.92 Safari/537.36",,,US,,,,06a33f3e0c245431,607252,E,36350165,,,GTM,50,2,,gtm,111,17,"1,3",..,,37rst8d4etu2n706,,,
8782,chvbfb1dc618x7bj,2018-10-01 14:30:46,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,110,2,6,,1,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,2,17,Employers dental insurance,1,,4,3,4,3,3,99,99,3,4,2,1,1,1,1,4,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,3,3,1,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,2,258.8887818,12,,11,,3,1,2018-10-01 14:26:33,0.187453184,0.187453184,0.187453184,,941b41593da67de1eafcc828e60b1c44,,1,,,,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,US,,,,f812a3682db2dda4,607252,E,7637300,,,GTM,66,2,,gtm,110,4,1,ti,,nt216ymz6rq8ens6,,,
8783,j4ktva69zpdxhh3y,2018-10-01 14:32:01,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,112,1,6,,1,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,2,12,,3,,2,1,3,2,1,99,99,2,2,3,4,1,1,3,2,4,2,99,4,3,4,99,1,Check 2019 plan coverage and find participating providers etc.,easily navigate,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,3,3,2,4,3,4,2,1,4,4,4,4,3,4,4,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,334.058661,5,,10,,5,6,2018-10-01 14:26:35,0.639908676,0.639908676,0.639908676,,8b4cf007ffbdabbcbd279fcc816a415c,,1,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 AOL/11.0 AOLBUILD/11.0.1975 Safari/537.36",,,US,,,,e40990f172094930,607252,E,32180407,,,GTM,77,1,,gtm,112,6,1,..,,dhak34pywk4dj7fk,,,
